"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+3.82516500000E+009, -3.04850067276E+001, +0.00000000000E+000
+3.86766350000E+009, -3.05724148105E+001, +0.00000000000E+000
+3.91016200000E+009, -3.06445230801E+001, +0.00000000000E+000
+3.95266050000E+009, -3.07209609654E+001, +0.00000000000E+000
+3.99515900000E+009, -3.07559751361E+001, +0.00000000000E+000
+4.03765750000E+009, -3.08640841362E+001, +0.00000000000E+000
+4.08015600000E+009, -3.09252288262E+001, +0.00000000000E+000
+4.12265450000E+009, -3.10495719073E+001, +0.00000000000E+000
+4.16515300000E+009, -3.10280554571E+001, +0.00000000000E+000
+4.20765150000E+009, -3.11675570386E+001, +0.00000000000E+000
+4.25015000000E+009, -3.12245392764E+001, +0.00000000000E+000
+4.29264850000E+009, -3.12812178403E+001, +0.00000000000E+000
+4.33514700000E+009, -3.13549049797E+001, +0.00000000000E+000
+4.37764550000E+009, -3.13888961529E+001, +0.00000000000E+000
+4.42014400000E+009, -3.14003234808E+001, +0.00000000000E+000
+4.46264250000E+009, -3.15448510888E+001, +0.00000000000E+000
+4.50514100000E+009, -3.15999885377E+001, +0.00000000000E+000
+4.54763950000E+009, -3.16169166291E+001, +0.00000000000E+000
+4.59013800000E+009, -3.16857475820E+001, +0.00000000000E+000
+4.63263650000E+009, -3.17471301903E+001, +0.00000000000E+000
+4.67513500000E+009, -3.18410626480E+001, +0.00000000000E+000
+4.71763350000E+009, -3.19317269986E+001, +0.00000000000E+000
+4.76013200000E+009, -3.19789415055E+001, +0.00000000000E+000
+4.80263050000E+009, -3.20064630681E+001, +0.00000000000E+000
+4.84512900000E+009, -3.21390808550E+001, +0.00000000000E+000
+4.88762750000E+009, -3.22190605908E+001, +0.00000000000E+000
+4.93012600000E+009, -3.22459433865E+001, +0.00000000000E+000
+4.97262450000E+009, -3.23359624155E+001, +0.00000000000E+000
+5.01512300000E+009, -3.24259279085E+001, +0.00000000000E+000
+5.05762150000E+009, -3.25296951920E+001, +0.00000000000E+000
+5.10012000000E+009, -3.26118770684E+001, +0.00000000000E+000
+5.14261850000E+009, -3.26083670509E+001, +0.00000000000E+000
+5.18511700000E+009, -3.26933205060E+001, +0.00000000000E+000
+5.22761550000E+009, -3.28216767126E+001, +0.00000000000E+000
+5.27011400000E+009, -3.28132109407E+001, +0.00000000000E+000
+5.31261250000E+009, -3.28870469362E+001, +0.00000000000E+000
+5.35511100000E+009, -3.29771337856E+001, +0.00000000000E+000
+5.39760950000E+009, -3.30550904855E+001, +0.00000000000E+000
+5.44010800000E+009, -3.31326352408E+001, +0.00000000000E+000
+5.48260650000E+009, -3.32604798513E+001, +0.00000000000E+000
+5.52510500000E+009, -3.32839524386E+001, +0.00000000000E+000
+5.56760350000E+009, -3.33321995148E+001, +0.00000000000E+000
+5.61010200000E+009, -3.35374432723E+001, +0.00000000000E+000
+5.65260050000E+009, -3.36001307382E+001, +0.00000000000E+000
+5.69509900000E+009, -3.36099880806E+001, +0.00000000000E+000
+5.73759750000E+009, -3.37062645956E+001, +0.00000000000E+000
+5.78009600000E+009, -3.37963472461E+001, +0.00000000000E+000
+5.82259450000E+009, -3.38364462422E+001, +0.00000000000E+000
+5.86509300000E+009, -3.39202944348E+001, +0.00000000000E+000
+5.90759150000E+009, -3.39840504534E+001, +0.00000000000E+000
+5.95009000000E+009, -3.41762441397E+001, +0.00000000000E+000
+5.99258850000E+009, -3.42536434371E+001, +0.00000000000E+000
+6.03508700000E+009, -3.42624864364E+001, +0.00000000000E+000
+6.07758550000E+009, -3.43303137482E+001, +0.00000000000E+000
+6.12008400000E+009, -3.43749174605E+001, +0.00000000000E+000
+6.16258250000E+009, -3.44919120734E+001, +0.00000000000E+000
+6.20508100000E+009, -3.45153940668E+001, +0.00000000000E+000
+6.24757950000E+009, -3.44464933662E+001, +0.00000000000E+000
+6.29007800000E+009, -3.46916303714E+001, +0.00000000000E+000
+6.33257650000E+009, -3.47647243799E+001, +0.00000000000E+000
+6.37507500000E+009, -3.46192605414E+001, +0.00000000000E+000
+6.41757350000E+009, -3.47016255730E+001, +0.00000000000E+000
+6.46007200000E+009, -3.49286491439E+001, +0.00000000000E+000
+6.50257050000E+009, -3.49642866735E+001, +0.00000000000E+000
+6.54506900000E+009, -3.50333011628E+001, +0.00000000000E+000
+6.58756750000E+009, -3.50783850976E+001, +0.00000000000E+000
+6.63006600000E+009, -3.51520916194E+001, +0.00000000000E+000
+6.67256450000E+009, -3.52210320207E+001, +0.00000000000E+000
+6.71506300000E+009, -3.52519538169E+001, +0.00000000000E+000
+6.75756150000E+009, -3.52510737606E+001, +0.00000000000E+000
+6.80006000000E+009, -3.53602291150E+001, +0.00000000000E+000
+6.84255850000E+009, -3.53601801699E+001, +0.00000000000E+000
+6.88505700000E+009, -3.53934563083E+001, +0.00000000000E+000
+6.92755550000E+009, -3.54625516025E+001, +0.00000000000E+000
+6.97005400000E+009, -3.55617672976E+001, +0.00000000000E+000
+7.01255250000E+009, -3.56412502079E+001, +0.00000000000E+000
+7.05505100000E+009, -3.58086755961E+001, +0.00000000000E+000
+7.09754950000E+009, -3.57343388930E+001, +0.00000000000E+000
+7.14004800000E+009, -3.57413530910E+001, +0.00000000000E+000
+7.18254650000E+009, -3.59521241790E+001, +0.00000000000E+000
+7.22504500000E+009, -3.59673930089E+001, +0.00000000000E+000
+7.26754350000E+009, -3.59238729396E+001, +0.00000000000E+000
+7.31004200000E+009, -3.60224935551E+001, +0.00000000000E+000
+7.35254050000E+009, -3.61241736553E+001, +0.00000000000E+000
+7.39503900000E+009, -3.62124926591E+001, +0.00000000000E+000
+7.43753750000E+009, -3.61944350750E+001, +0.00000000000E+000
+7.48003600000E+009, -3.63464146125E+001, +0.00000000000E+000
+7.52253450000E+009, -3.64639888077E+001, +0.00000000000E+000
+7.56503300000E+009, -3.65357916935E+001, +0.00000000000E+000
+7.60753150000E+009, -3.66881463254E+001, +0.00000000000E+000
+7.65003000000E+009, -3.68278419491E+001, +0.00000000000E+000
+7.69252850000E+009, -3.67925785262E+001, +0.00000000000E+000
+7.73502700000E+009, -3.69018445753E+001, +0.00000000000E+000
+7.77752550000E+009, -3.71225445301E+001, +0.00000000000E+000
+7.82002400000E+009, -3.71055743651E+001, +0.00000000000E+000
+7.86252250000E+009, -3.68691019574E+001, +0.00000000000E+000
+7.90502100000E+009, -3.71679476004E+001, +0.00000000000E+000
+7.94751950000E+009, -3.71689651530E+001, +0.00000000000E+000
+7.99001800000E+009, -3.71776097346E+001, +0.00000000000E+000
+8.03251650000E+009, -3.73509752655E+001, +0.00000000000E+000
+8.07501500000E+009, -3.73334909688E+001, +0.00000000000E+000
+8.11751350000E+009, -3.77677118175E+001, +0.00000000000E+000
+8.16001200000E+009, -3.77065107695E+001, +0.00000000000E+000
+8.20251050000E+009, -3.76691017965E+001, +0.00000000000E+000
+8.24500900000E+009, -3.77907530900E+001, +0.00000000000E+000
+8.28750750000E+009, -3.81116204637E+001, +0.00000000000E+000
+8.33000600000E+009, -3.78816661997E+001, +0.00000000000E+000
+8.37250450000E+009, -3.76676533951E+001, +0.00000000000E+000
+8.41500300000E+009, -3.80473965962E+001, +0.00000000000E+000
+8.45750150000E+009, -3.80864528326E+001, +0.00000000000E+000
+8.50000000000E+009, -3.78334616816E+001, +0.00000000000E+000
