"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+2.29521900000E+009, -2.74808634830E+001, +0.00000000000E+000
+2.33771750000E+009, -2.75584276232E+001, +0.00000000000E+000
+2.38021600000E+009, -2.76170637828E+001, +0.00000000000E+000
+2.42271450000E+009, -2.77180950668E+001, +0.00000000000E+000
+2.46521300000E+009, -2.77958658106E+001, +0.00000000000E+000
+2.50771150000E+009, -2.78714585822E+001, +0.00000000000E+000
+2.55021000000E+009, -2.79694595406E+001, +0.00000000000E+000
+2.59270850000E+009, -2.80409617745E+001, +0.00000000000E+000
+2.63520700000E+009, -2.81368839903E+001, +0.00000000000E+000
+2.67770550000E+009, -2.82290019999E+001, +0.00000000000E+000
+2.72020400000E+009, -2.82804491767E+001, +0.00000000000E+000
+2.76270250000E+009, -2.83557922559E+001, +0.00000000000E+000
+2.80520100000E+009, -2.84116143108E+001, +0.00000000000E+000
+2.84769950000E+009, -2.84824144629E+001, +0.00000000000E+000
+2.89019800000E+009, -2.85399687770E+001, +0.00000000000E+000
+2.93269650000E+009, -2.85871005375E+001, +0.00000000000E+000
+2.97519500000E+009, -2.87079280440E+001, +0.00000000000E+000
+3.01769350000E+009, -2.87877044358E+001, +0.00000000000E+000
+3.06019200000E+009, -2.88641782798E+001, +0.00000000000E+000
+3.10269050000E+009, -2.89760203015E+001, +0.00000000000E+000
+3.14518900000E+009, -2.90351681915E+001, +0.00000000000E+000
+3.18768750000E+009, -2.90971600272E+001, +0.00000000000E+000
+3.23018600000E+009, -2.92306088637E+001, +0.00000000000E+000
+3.27268450000E+009, -2.92868400384E+001, +0.00000000000E+000
+3.31518300000E+009, -2.93268030954E+001, +0.00000000000E+000
+3.35768150000E+009, -2.94122915815E+001, +0.00000000000E+000
+3.40018000000E+009, -2.94814910507E+001, +0.00000000000E+000
+3.44267850000E+009, -2.95422753046E+001, +0.00000000000E+000
+3.48517700000E+009, -2.95852263567E+001, +0.00000000000E+000
+3.52767550000E+009, -2.96532178407E+001, +0.00000000000E+000
+3.57017400000E+009, -2.97443748118E+001, +0.00000000000E+000
+3.61267250000E+009, -2.98310026938E+001, +0.00000000000E+000
+3.65517100000E+009, -2.98565909127E+001, +0.00000000000E+000
+3.69766950000E+009, -2.99591545735E+001, +0.00000000000E+000
+3.74016800000E+009, -3.00806933652E+001, +0.00000000000E+000
+3.78266650000E+009, -3.01460765766E+001, +0.00000000000E+000
+3.82516500000E+009, -3.01717496572E+001, +0.00000000000E+000
+3.86766350000E+009, -3.02458343764E+001, +0.00000000000E+000
+3.91016200000E+009, -3.03520585431E+001, +0.00000000000E+000
+3.95266050000E+009, -3.04342935270E+001, +0.00000000000E+000
+3.99515900000E+009, -3.04674039874E+001, +0.00000000000E+000
+4.03765750000E+009, -3.05794344548E+001, +0.00000000000E+000
+4.08015600000E+009, -3.06626467801E+001, +0.00000000000E+000
+4.12265450000E+009, -3.07810170758E+001, +0.00000000000E+000
+4.16515300000E+009, -3.07615235446E+001, +0.00000000000E+000
+4.20765150000E+009, -3.08931330563E+001, +0.00000000000E+000
+4.25015000000E+009, -3.09574457192E+001, +0.00000000000E+000
+4.29264850000E+009, -3.10009366853E+001, +0.00000000000E+000
+4.33514700000E+009, -3.10548761542E+001, +0.00000000000E+000
+4.37764550000E+009, -3.11915335247E+001, +0.00000000000E+000
+4.42014400000E+009, -3.11507606694E+001, +0.00000000000E+000
+4.46264250000E+009, -3.12907102008E+001, +0.00000000000E+000
+4.50514100000E+009, -3.13563676978E+001, +0.00000000000E+000
+4.54763950000E+009, -3.13780811443E+001, +0.00000000000E+000
+4.59013800000E+009, -3.14785747401E+001, +0.00000000000E+000
+4.63263650000E+009, -3.14683635474E+001, +0.00000000000E+000
+4.67513500000E+009, -3.15967303203E+001, +0.00000000000E+000
+4.71763350000E+009, -3.16867545405E+001, +0.00000000000E+000
+4.76013200000E+009, -3.17306860602E+001, +0.00000000000E+000
+4.80263050000E+009, -3.17549549977E+001, +0.00000000000E+000
+4.84512900000E+009, -3.19176286791E+001, +0.00000000000E+000
+4.88762750000E+009, -3.19691249188E+001, +0.00000000000E+000
+4.93012600000E+009, -3.19914293642E+001, +0.00000000000E+000
+4.97262450000E+009, -3.20448445457E+001, +0.00000000000E+000
+5.01512300000E+009, -3.21382069575E+001, +0.00000000000E+000
+5.05762150000E+009, -3.21980466165E+001, +0.00000000000E+000
+5.10012000000E+009, -3.22613804889E+001, +0.00000000000E+000
+5.14261850000E+009, -3.22954112598E+001, +0.00000000000E+000
+5.18511700000E+009, -3.23864665737E+001, +0.00000000000E+000
+5.22761550000E+009, -3.24960503965E+001, +0.00000000000E+000
+5.27011400000E+009, -3.24968630740E+001, +0.00000000000E+000
+5.31261250000E+009, -3.25898557843E+001, +0.00000000000E+000
+5.35511100000E+009, -3.26768743058E+001, +0.00000000000E+000
+5.39760950000E+009, -3.27374629765E+001, +0.00000000000E+000
+5.44010800000E+009, -3.28305923924E+001, +0.00000000000E+000
+5.48260650000E+009, -3.28852649654E+001, +0.00000000000E+000
+5.52510500000E+009, -3.29071567753E+001, +0.00000000000E+000
+5.56760350000E+009, -3.30299879162E+001, +0.00000000000E+000
+5.61010200000E+009, -3.31382304370E+001, +0.00000000000E+000
+5.65260050000E+009, -3.31659652229E+001, +0.00000000000E+000
+5.69509900000E+009, -3.31808103837E+001, +0.00000000000E+000
+5.73759750000E+009, -3.33114711182E+001, +0.00000000000E+000
+5.78009600000E+009, -3.33730631548E+001, +0.00000000000E+000
+5.82259450000E+009, -3.34011656870E+001, +0.00000000000E+000
+5.86509300000E+009, -3.35040337424E+001, +0.00000000000E+000
+5.90759150000E+009, -3.35546421655E+001, +0.00000000000E+000
+5.95009000000E+009, -3.36510186803E+001, +0.00000000000E+000
+5.99258850000E+009, -3.37710719373E+001, +0.00000000000E+000
+6.03508700000E+009, -3.37773878472E+001, +0.00000000000E+000
+6.07758550000E+009, -3.38450143123E+001, +0.00000000000E+000
+6.12008400000E+009, -3.39565045585E+001, +0.00000000000E+000
+6.16258250000E+009, -3.41123255558E+001, +0.00000000000E+000
+6.20508100000E+009, -3.40999545843E+001, +0.00000000000E+000
+6.24757950000E+009, -3.41035077343E+001, +0.00000000000E+000
+6.29007800000E+009, -3.43045686393E+001, +0.00000000000E+000
+6.33257650000E+009, -3.44905970171E+001, +0.00000000000E+000
+6.37507500000E+009, -3.43300515580E+001, +0.00000000000E+000
+6.41757350000E+009, -3.43242555905E+001, +0.00000000000E+000
+6.46007200000E+009, -3.45660151406E+001, +0.00000000000E+000
+6.50257050000E+009, -3.45619261164E+001, +0.00000000000E+000
+6.54506900000E+009, -3.46144765119E+001, +0.00000000000E+000
+6.58756750000E+009, -3.46827210787E+001, +0.00000000000E+000
+6.63006600000E+009, -3.47214847246E+001, +0.00000000000E+000
+6.67256450000E+009, -3.48469382716E+001, +0.00000000000E+000
+6.71506300000E+009, -3.48560683183E+001, +0.00000000000E+000
+6.75756150000E+009, -3.48919631075E+001, +0.00000000000E+000
+6.80006000000E+009, -3.50372185793E+001, +0.00000000000E+000
+6.84255850000E+009, -3.51662123078E+001, +0.00000000000E+000
+6.88505700000E+009, -3.50776284659E+001, +0.00000000000E+000
+6.92755550000E+009, -3.51817626565E+001, +0.00000000000E+000
+6.97005400000E+009, -3.52727205846E+001, +0.00000000000E+000
+7.01255250000E+009, -3.53120447623E+001, +0.00000000000E+000
+7.05505100000E+009, -3.54784620806E+001, +0.00000000000E+000
+7.09754950000E+009, -3.54091294097E+001, +0.00000000000E+000
+7.14004800000E+009, -3.54425814660E+001, +0.00000000000E+000
+7.18254650000E+009, -3.56183413984E+001, +0.00000000000E+000
+7.22504500000E+009, -3.56255817692E+001, +0.00000000000E+000
+7.26754350000E+009, -3.57153707568E+001, +0.00000000000E+000
+7.31004200000E+009, -3.57466662763E+001, +0.00000000000E+000
+7.35254050000E+009, -3.58357109446E+001, +0.00000000000E+000
+7.39503900000E+009, -3.57904967077E+001, +0.00000000000E+000
+7.43753750000E+009, -3.58528299650E+001, +0.00000000000E+000
+7.48003600000E+009, -3.59391314496E+001, +0.00000000000E+000
+7.52253450000E+009, -3.60816393312E+001, +0.00000000000E+000
+7.56503300000E+009, -3.61366729237E+001, +0.00000000000E+000
+7.60753150000E+009, -3.63081696362E+001, +0.00000000000E+000
+7.65003000000E+009, -3.64038484666E+001, +0.00000000000E+000
+7.69252850000E+009, -3.64379459521E+001, +0.00000000000E+000
+7.73502700000E+009, -3.64836499359E+001, +0.00000000000E+000
+7.77752550000E+009, -3.67622239956E+001, +0.00000000000E+000
+7.82002400000E+009, -3.67812921200E+001, +0.00000000000E+000
+7.86252250000E+009, -3.66272000210E+001, +0.00000000000E+000
+7.90502100000E+009, -3.66692398698E+001, +0.00000000000E+000
+7.94751950000E+009, -3.68766586672E+001, +0.00000000000E+000
+7.99001800000E+009, -3.67580453350E+001, +0.00000000000E+000
+8.03251650000E+009, -3.69144733803E+001, +0.00000000000E+000
+8.07501500000E+009, -3.70855541909E+001, +0.00000000000E+000
+8.11751350000E+009, -3.71830267504E+001, +0.00000000000E+000
+8.16001200000E+009, -3.73629624971E+001, +0.00000000000E+000
+8.20251050000E+009, -3.72442321605E+001, +0.00000000000E+000
+8.24500900000E+009, -3.73145629816E+001, +0.00000000000E+000
+8.28750750000E+009, -3.77010461020E+001, +0.00000000000E+000
+8.33000600000E+009, -3.76393240365E+001, +0.00000000000E+000
+8.37250450000E+009, -3.73638744776E+001, +0.00000000000E+000
+8.41500300000E+009, -3.76529515935E+001, +0.00000000000E+000
+8.45750150000E+009, -3.78380896841E+001, +0.00000000000E+000
+8.50000000000E+009, -3.76015938875E+001, +0.00000000000E+000
